tree,group,Early_period,Late_period,diff,mat,map,maa,lat,lon,spp,fixer,lifeform,prediff,aidiff,tmpdiff
072 _XX_ Pinus mugo var uncinata,g,0.2310457792456727,-1.0736393554521548,-1.3046851346978277,0.5703846351840557,172.46282353890248,4.288287106734647,46,10,Pinus mugo var uncinata,n,e,5.025510648775764,-0.18743690238262944,0.902968517592754
185 _XX_ Pinus sylvestris,g,-1.627708969319117,-2.2990728928297184,-0.6713639235106015,-2.2552564435853406,38.407564761088445,1.2537755728138278,67.898,20.082,Pinus sylvestris,n,e,3.4491071275302403,0.03697613006933509,0.6071428281388114
147 _XX_ Pinus sylvestris,g,-1.8123591361483944,-1.6586026431296912,0.1537564930187032,1.8238461831536812,120.76077104226135,3.1637661371707293,68.8,15.733,Pinus sylvestris,n,e,2.6073424180189733,-0.003916267973638199,0.2531968095301691
081 _XX_ Pinus sylvestris,g,-1.313553752716265,-1.5572468729427584,-0.24369312022649336,0.16153845957074411,59.94602661255078,1.8343957979293808,63.166,13.5,Pinus sylvestris,n,e,2.138546394405516,-0.05227717595106718,0.6167418743472055
188 _XX_ Pinus sylvestris,g,-1.1241839776222695,-1.5070364895252808,-0.3828525119030113,-2.95961542857381,44.148590425955945,1.5206979479670288,68.55,22.14,Pinus sylvestris,n,e,4.823571523030594,0.06479847684005913,0.6678571369321573
131 _XX_ Pinus sylvestris,g,-1.4706901119522124,-1.2706371604796165,0.20005295147259594,8.202436047544081,47.25218022450423,0.8922135469538388,50.924,11.589,Pinus sylvestris,n,e,-2.442115242494502,-0.06208700583729876,0.5091836364017119
103 _XX_ pipp,g,-0.2642305738135944,0.17831292848795588,0.44254350230155026,-0.03910257155314469,146.69295106851138,3.94269562670142,46.067,10.934,Pinus sylvestris,n,e,9.577273464822127,-0.09795878953708925,0.9233766509727999
012 _XX_ piqa,g,0.5781346575587266,-1.1089631029630294,-1.6870977605217559,-3.3076923568279315,14.28423102264985,0.1960795361406494,37.4333,98.03,Picea crassifolia,n,e,1.990476244262286,0.019632161673080822,0.22357146151009033
012 _XX_ piqi,g,-1.0964473637233865,-0.4321546816369416,0.6642926820864449,-3.3076923568279315,14.28423102264985,0.1960795361406494,37.4333,98.03,Sabina przewalskii,n,e,0.8798317927253088,0.009072664536284747,0.15468649879223184
091 _XX_ plateau,g,0.38086109059401096,-1.34906302895868,-1.7299241195526909,14.94307719316238,31.69230821034274,0.31759268940783436,34.533,3.033,Pinus halepensis,n,e,-1.4134509477743613,-0.014658789357577612,0.7120903315334743
111 _XX_ plor,g,0.8974465062869925,0.47023817580948546,-0.42720833047750706,10.01358991896686,41.12461611174811,0.4720638320641116,40.333,117.167,Platycladus orientalis,n,e,-7.076902213403301,-0.09482786732726844,0.7758194399086449
014 _XX_ pnCaz,g,-1.6623302135302116,-0.3496666628265204,1.3126635507036912,13.743974588467523,36.91589801401282,0.3573053416669603,37.8,-2.95,Pinus nigra,n,e,-3.716477155703572,-0.02729835791948687,0.6493506029054714
013 _XX_ ponderosa,g,-0.5348991441875096,-7.979998964107724,-7.445099819920214,9.145769409634743,46.709616206700986,0.8248167018973653,52.827,14.014,Pinus ponderosa,n,e,-3.431391263964187,-0.07920379302697844,0.6166039352727726
