year,SPEI_mean,tree,lat,lon
1995,0.42002692073583603,060 _XX_ Gargano,41.75,16
1996,0.9145302304199764,060 _XX_ Gargano,41.75,16
1997,-1.1867187874657767,060 _XX_ Gargano,41.75,16
1998,-0.5721965559891292,060 _XX_ Gargano,41.75,16
1999,-0.28661644565207617,060 _XX_ Gargano,41.75,16
2000,-1.573387656893049,060 _XX_ Gargano,41.75,16
2001,-0.5103784583375922,060 _XX_ Gargano,41.75,16
2002,-0.3048007828848703,060 _XX_ Gargano,41.75,16
2003,-1.3118648656776972,060 _XX_ Gargano,41.75,16
2004,0.45625452205006567,060 _XX_ Gargano,41.75,16
2005,0.0431759740625109,060 _XX_ Gargano,41.75,16
2006,0.4281735835330827,060 _XX_ Gargano,41.75,16
2007,-1.1033499666622706,060 _XX_ Gargano,41.75,16
2008,-0.5734885036945343,060 _XX_ Gargano,41.75,16
2009,0.4719396105834416,060 _XX_ Gargano,41.75,16
2010,0.8229571309472833,060 _XX_ Gargano,41.75,16
2011,-0.6387772937970502,060 _XX_ Gargano,41.75,16
2012,-1.6126107658658708,060 _XX_ Gargano,41.75,16
2013,-0.25997361327920643,060 _XX_ Gargano,41.75,16
2014,0.4170550288898604,060 _XX_ Gargano,41.75,16
2015,-0.9128004397664752,060 _XX_ Gargano,41.75,16
2016,-0.8744959916387286,060 _XX_ Gargano,41.75,16
2017,-2.094181707927159,060 _XX_ Gargano,41.75,16
2018,-0.9242635539599827,060 _XX_ Gargano,41.75,16
1901,0.13955541774630548,060 _XX_ Cilento,40.467,15.4
1902,0.2751355219100203,060 _XX_ Cilento,40.467,15.4
1903,-0.42146072004522595,060 _XX_ Cilento,40.467,15.4
1904,0.6199929511972836,060 _XX_ Cilento,40.467,15.4
1905,1.1658284153257097,060 _XX_ Cilento,40.467,15.4
1906,0.47161926329135895,060 _XX_ Cilento,40.467,15.4
1907,0.41721050441265106,060 _XX_ Cilento,40.467,15.4
1908,-0.30507760282073704,060 _XX_ Cilento,40.467,15.4
1909,0.957148402929306,060 _XX_ Cilento,40.467,15.4
1910,0.7260826187474387,060 _XX_ Cilento,40.467,15.4
1911,0.5694345448698316,060 _XX_ Cilento,40.467,15.4
1912,0.03356577003640788,060 _XX_ Cilento,40.467,15.4
1913,0.18535165967685835,060 _XX_ Cilento,40.467,15.4
1914,-0.02363534750682967,060 _XX_ Cilento,40.467,15.4
1915,1.6507572787148612,060 _XX_ Cilento,40.467,15.4
1916,-0.17465193569660187,060 _XX_ Cilento,40.467,15.4
1917,0.12567450957638876,060 _XX_ Cilento,40.467,15.4
1918,0.8893431041921888,060 _XX_ Cilento,40.467,15.4
1919,0.5990345712218966,060 _XX_ Cilento,40.467,15.4
1920,-0.7978892390217099,060 _XX_ Cilento,40.467,15.4
1921,1.464848416192191,060 _XX_ Cilento,40.467,15.4
1922,-0.5822389375950608,060 _XX_ Cilento,40.467,15.4
1923,-0.15289836789348296,060 _XX_ Cilento,40.467,15.4
1924,0.6531188402857099,060 _XX_ Cilento,40.467,15.4
1925,0.2547684205429895,060 _XX_ Cilento,40.467,15.4
1926,-0.03154096007347107,060 _XX_ Cilento,40.467,15.4
1927,-0.8413277523858207,060 _XX_ Cilento,40.467,15.4
1928,1.354267758982522,060 _XX_ Cilento,40.467,15.4
1929,0.5509385977472577,060 _XX_ Cilento,40.467,15.4
1930,0.19845142109053476,060 _XX_ Cilento,40.467,15.4
1931,0.8928937571389335,060 _XX_ Cilento,40.467,15.4
1932,0.2137443609535694,060 _XX_ Cilento,40.467,15.4
1933,0.03390341890709741,060 _XX_ Cilento,40.467,15.4
1934,0.6497436083321061,060 _XX_ Cilento,40.467,15.4
1935,-0.6986486124140876,060 _XX_ Cilento,40.467,15.4
1936,1.07567241362163,060 _XX_ Cilento,40.467,15.4
1937,0.7518769438777652,060 _XX_ Cilento,40.467,15.4
1938,0.42462305085999624,060 _XX_ Cilento,40.467,15.4
1939,1.5986328079764331,060 _XX_ Cilento,40.467,15.4
1940,1.6162406035831995,060 _XX_ Cilento,40.467,15.4
1941,0.9396669823410255,060 _XX_ Cilento,40.467,15.4
1942,0.20802416971751622,060 _XX_ Cilento,40.467,15.4
1943,-0.4727585017681122,060 _XX_ Cilento,40.467,15.4
1944,0.12893981326903617,060 _XX_ Cilento,40.467,15.4
1945,-0.7899031383650643,060 _XX_ Cilento,40.467,15.4
1946,-0.011375409684010915,060 _XX_ Cilento,40.467,15.4
1947,-0.7976147149290357,060 _XX_ Cilento,40.467,15.4
1948,-0.27572463878563475,060 _XX_ Cilento,40.467,15.4
1949,-1.0040793674332755,060 _XX_ Cilento,40.467,15.4
1950,-0.6383403092622757,060 _XX_ Cilento,40.467,15.4
1951,0.12287842242845468,060 _XX_ Cilento,40.467,15.4
1952,-1.3080075553485326,060 _XX_ Cilento,40.467,15.4
1953,0.5245628846543176,060 _XX_ Cilento,40.467,15.4
1954,0.6568008405821664,060 _XX_ Cilento,40.467,15.4
1955,-0.3240698150226048,060 _XX_ Cilento,40.467,15.4
1956,-0.36156745680740904,060 _XX_ Cilento,40.467,15.4
1957,-0.6374356363500867,060 _XX_ Cilento,40.467,15.4
1958,0.17543266341090202,060 _XX_ Cilento,40.467,15.4
1959,0.43475620288934025,060 _XX_ Cilento,40.467,15.4
1960,0.5872866646386683,060 _XX_ Cilento,40.467,15.4
1961,-0.5623212658933231,060 _XX_ Cilento,40.467,15.4
1962,-0.9142782943589347,060 _XX_ Cilento,40.467,15.4
1963,1.1349948814937048,060 _XX_ Cilento,40.467,15.4
1964,0.07050720708710807,060 _XX_ Cilento,40.467,15.4
1965,-0.24020679082189286,060 _XX_ Cilento,40.467,15.4
1966,0.15207623371056148,060 _XX_ Cilento,40.467,15.4
1967,0.19778075920683996,060 _XX_ Cilento,40.467,15.4
1968,-0.5834163893014193,060 _XX_ Cilento,40.467,15.4
1969,1.1204207965305872,060 _XX_ Cilento,40.467,15.4
1970,-0.28252155653067995,060 _XX_ Cilento,40.467,15.4
1971,0.007890080767018455,060 _XX_ Cilento,40.467,15.4
1972,0.9933534009116036,060 _XX_ Cilento,40.467,15.4
1973,0.43527438810893465,060 _XX_ Cilento,40.467,15.4
1974,0.8400600808007377,060 _XX_ Cilento,40.467,15.4
1975,-0.8088755437305996,060 _XX_ Cilento,40.467,15.4
1976,1.2965175156548088,060 _XX_ Cilento,40.467,15.4
1977,-1.4676818251609802,060 _XX_ Cilento,40.467,15.4
1978,1.4742027350834437,060 _XX_ Cilento,40.467,15.4
1979,0.8532336098807198,060 _XX_ Cilento,40.467,15.4
1980,1.1285606835569655,060 _XX_ Cilento,40.467,15.4
1981,-0.5120533662182944,060 _XX_ Cilento,40.467,15.4
1982,-0.9439057282039097,060 _XX_ Cilento,40.467,15.4
1983,-0.8257781948362078,060 _XX_ Cilento,40.467,15.4
1984,0.6620800580297198,060 _XX_ Cilento,40.467,15.4
1985,-0.5085056583796229,060 _XX_ Cilento,40.467,15.4
1986,-0.03736090234347752,060 _XX_ Cilento,40.467,15.4
1987,-0.32356951917920795,060 _XX_ Cilento,40.467,15.4
1988,-1.3409518003463745,060 _XX_ Cilento,40.467,15.4
1989,-0.7615835538932255,060 _XX_ Cilento,40.467,15.4
1990,-1.417319655418396,060 _XX_ Cilento,40.467,15.4
1991,-0.15860209480992385,060 _XX_ Cilento,40.467,15.4
1992,-0.7877559044531414,060 _XX_ Cilento,40.467,15.4
1993,-1.1205213410513741,060 _XX_ Cilento,40.467,15.4
1994,-0.9116947225161961,060 _XX_ Cilento,40.467,15.4
1995,0.023939710642610277,060 _XX_ Cilento,40.467,15.4
1996,1.2810981614249093,060 _XX_ Cilento,40.467,15.4
1997,-1.2557137267930167,060 _XX_ Cilento,40.467,15.4
1998,-0.6758536588666695,060 _XX_ Cilento,40.467,15.4
1999,-1.0414957531860896,060 _XX_ Cilento,40.467,15.4
2000,-1.5129240921565466,060 _XX_ Cilento,40.467,15.4
2001,-0.43516737528677496,060 _XX_ Cilento,40.467,15.4
2002,-0.25261203731809345,060 _XX_ Cilento,40.467,15.4
2003,-1.053950060158968,060 _XX_ Cilento,40.467,15.4
2004,0.45832197687455584,060 _XX_ Cilento,40.467,15.4
2005,0.24164159196828092,060 _XX_ Cilento,40.467,15.4
2006,0.7114602157047817,060 _XX_ Cilento,40.467,15.4
2007,-0.08913628224815641,060 _XX_ Cilento,40.467,15.4
2008,-1.0050826924187797,060 _XX_ Cilento,40.467,15.4
2009,1.0709162913262844,060 _XX_ Cilento,40.467,15.4
2010,0.6484473475388118,060 _XX_ Cilento,40.467,15.4
2011,0.05151047238281795,060 _XX_ Cilento,40.467,15.4
2012,-1.4899149537086487,060 _XX_ Cilento,40.467,15.4
2013,-1.0489482624190194,060 _XX_ Cilento,40.467,15.4
2014,0.4673591149704797,060 _XX_ Cilento,40.467,15.4
2015,-0.4753731872354235,060 _XX_ Cilento,40.467,15.4
2016,-0.7630506487829345,060 _XX_ Cilento,40.467,15.4
2017,-2.1556710515703474,060 _XX_ Cilento,40.467,15.4
2018,-1.1515738453183855,060 _XX_ Cilento,40.467,15.4
1901,0.5602982088923454,060 _XX_ Calabria Sila,39.13,16.667
1902,0.5071319022348949,060 _XX_ Calabria Sila,39.13,16.667
1903,-0.10540522847856794,060 _XX_ Calabria Sila,39.13,16.667
1904,0.87281562600817,060 _XX_ Calabria Sila,39.13,16.667
1905,0.6508246000323977,060 _XX_ Calabria Sila,39.13,16.667
1906,0.5570216732365745,060 _XX_ Calabria Sila,39.13,16.667
1907,0.5132436970514911,060 _XX_ Calabria Sila,39.13,16.667
1908,-0.3914037048816681,060 _XX_ Calabria Sila,39.13,16.667
1909,0.8080611974000931,060 _XX_ Calabria Sila,39.13,16.667
1910,0.16494891686098917,060 _XX_ Calabria Sila,39.13,16.667
1911,0.6358934475907257,060 _XX_ Calabria Sila,39.13,16.667
1912,0.07078369254512447,060 _XX_ Calabria Sila,39.13,16.667
1913,0.38935698568820953,060 _XX_ Calabria Sila,39.13,16.667
1914,-0.06517681692327772,060 _XX_ Calabria Sila,39.13,16.667
1915,1.263218777520316,060 _XX_ Calabria Sila,39.13,16.667
1916,0.1214389641370092,060 _XX_ Calabria Sila,39.13,16.667
1917,0.0892702043056488,060 _XX_ Calabria Sila,39.13,16.667
1918,0.6186420071337905,060 _XX_ Calabria Sila,39.13,16.667
1919,0.7330779816423144,060 _XX_ Calabria Sila,39.13,16.667
1920,-0.41507186527763096,060 _XX_ Calabria Sila,39.13,16.667
1921,0.8971887699195317,060 _XX_ Calabria Sila,39.13,16.667
1922,-0.7198970413633755,060 _XX_ Calabria Sila,39.13,16.667
1923,0.14678934961557388,060 _XX_ Calabria Sila,39.13,16.667
1924,0.36415458364146097,060 _XX_ Calabria Sila,39.13,16.667
1925,0.3970367819336908,060 _XX_ Calabria Sila,39.13,16.667
1926,-0.285355555159705,060 _XX_ Calabria Sila,39.13,16.667
1927,-0.923666558095387,060 _XX_ Calabria Sila,39.13,16.667
1928,1.393463202885219,060 _XX_ Calabria Sila,39.13,16.667
1929,0.9029083039079394,060 _XX_ Calabria Sila,39.13,16.667
1930,-0.4635110659624583,060 _XX_ Calabria Sila,39.13,16.667
1931,0.5665707566908428,060 _XX_ Calabria Sila,39.13,16.667
1932,-0.038541258977992196,060 _XX_ Calabria Sila,39.13,16.667
1933,0.13832624003823316,060 _XX_ Calabria Sila,39.13,16.667
1934,0.0054276032107216975,060 _XX_ Calabria Sila,39.13,16.667
1935,-0.4165747804301126,060 _XX_ Calabria Sila,39.13,16.667
1936,0.5648385265043804,060 _XX_ Calabria Sila,39.13,16.667
1937,0.22767680031912668,060 _XX_ Calabria Sila,39.13,16.667
1938,0.18955004002366746,060 _XX_ Calabria Sila,39.13,16.667
1939,1.1859281659126282,060 _XX_ Calabria Sila,39.13,16.667
1940,1.778442348752703,060 _XX_ Calabria Sila,39.13,16.667
1941,0.43948753071682795,060 _XX_ Calabria Sila,39.13,16.667
1942,0.15684250848633902,060 _XX_ Calabria Sila,39.13,16.667
1943,-0.24045128055981227,060 _XX_ Calabria Sila,39.13,16.667
1944,0.770477546112878,060 _XX_ Calabria Sila,39.13,16.667
1945,-0.8768112276281629,060 _XX_ Calabria Sila,39.13,16.667
1946,0.11848849483898707,060 _XX_ Calabria Sila,39.13,16.667
1947,-0.7004177602274078,060 _XX_ Calabria Sila,39.13,16.667
1948,-0.5597112072365624,060 _XX_ Calabria Sila,39.13,16.667
1949,-0.3201937031533037,060 _XX_ Calabria Sila,39.13,16.667
1950,-0.31854153105190824,060 _XX_ Calabria Sila,39.13,16.667
1951,0.4206757130367415,060 _XX_ Calabria Sila,39.13,16.667
1952,-1.284572686467852,060 _XX_ Calabria Sila,39.13,16.667
1953,0.6336448213883809,060 _XX_ Calabria Sila,39.13,16.667
1954,0.8855207562446594,060 _XX_ Calabria Sila,39.13,16.667
1955,0.36372325915311066,060 _XX_ Calabria Sila,39.13,16.667
1956,-0.032387452466147285,060 _XX_ Calabria Sila,39.13,16.667
1957,-0.6135684038911547,060 _XX_ Calabria Sila,39.13,16.667
1958,-0.26862585970333647,060 _XX_ Calabria Sila,39.13,16.667
1959,0.5362895445099899,060 _XX_ Calabria Sila,39.13,16.667
1960,0.9713984089238303,060 _XX_ Calabria Sila,39.13,16.667
1961,-1.3464947938919067,060 _XX_ Calabria Sila,39.13,16.667
1962,-1.0157892618860518,060 _XX_ Calabria Sila,39.13,16.667
1963,1.2699063335146223,060 _XX_ Calabria Sila,39.13,16.667
1964,0.15651814000947134,060 _XX_ Calabria Sila,39.13,16.667
1965,-0.41833979529993875,060 _XX_ Calabria Sila,39.13,16.667
1966,0.3501403664371797,060 _XX_ Calabria Sila,39.13,16.667
1967,0.02530608219759805,060 _XX_ Calabria Sila,39.13,16.667
1968,-0.36875738868755953,060 _XX_ Calabria Sila,39.13,16.667
1969,1.1645480820110865,060 _XX_ Calabria Sila,39.13,16.667
1970,-0.4353687699351992,060 _XX_ Calabria Sila,39.13,16.667
1971,0.13138988188334874,060 _XX_ Calabria Sila,39.13,16.667
1972,0.6997256268348012,060 _XX_ Calabria Sila,39.13,16.667
1973,0.7611769107835633,060 _XX_ Calabria Sila,39.13,16.667
1974,1.039402614746775,060 _XX_ Calabria Sila,39.13,16.667
1975,-0.5112317906958717,060 _XX_ Calabria Sila,39.13,16.667
1976,1.6385870150157384,060 _XX_ Calabria Sila,39.13,16.667
1977,-1.0927083955279417,060 _XX_ Calabria Sila,39.13,16.667
1978,1.417966365814209,060 _XX_ Calabria Sila,39.13,16.667
1979,0.3586059936455318,060 _XX_ Calabria Sila,39.13,16.667
1980,1.0745024979114532,060 _XX_ Calabria Sila,39.13,16.667
1981,-0.3774312899581024,060 _XX_ Calabria Sila,39.13,16.667
1982,-0.22608702097620284,060 _XX_ Calabria Sila,39.13,16.667
1983,-0.6747801090989795,060 _XX_ Calabria Sila,39.13,16.667
1984,0.6860093796359641,060 _XX_ Calabria Sila,39.13,16.667
1985,-0.04593953916004726,060 _XX_ Calabria Sila,39.13,16.667
1986,-0.18569472219262803,060 _XX_ Calabria Sila,39.13,16.667
1987,0.3341049339090075,060 _XX_ Calabria Sila,39.13,16.667
1988,-0.653891843344484,060 _XX_ Calabria Sila,39.13,16.667
1989,-0.648720213345119,060 _XX_ Calabria Sila,39.13,16.667
1990,-1.6809544563293457,060 _XX_ Calabria Sila,39.13,16.667
1991,0.6734106859990528,060 _XX_ Calabria Sila,39.13,16.667
1992,-0.5986296295055321,060 _XX_ Calabria Sila,39.13,16.667
1993,-0.5921136641076633,060 _XX_ Calabria Sila,39.13,16.667
1994,-0.7944793892758233,060 _XX_ Calabria Sila,39.13,16.667
1995,0.13105275162628718,060 _XX_ Calabria Sila,39.13,16.667
1996,1.6662565980638777,060 _XX_ Calabria Sila,39.13,16.667
1997,-1.0790119533027922,060 _XX_ Calabria Sila,39.13,16.667
1998,-0.9341247528791428,060 _XX_ Calabria Sila,39.13,16.667
1999,-0.9573322726147515,060 _XX_ Calabria Sila,39.13,16.667
2000,-1.5928296106202262,060 _XX_ Calabria Sila,39.13,16.667
2001,-0.719007571893079,060 _XX_ Calabria Sila,39.13,16.667
2002,-0.3053656135286604,060 _XX_ Calabria Sila,39.13,16.667
2003,-1.1452575538839613,060 _XX_ Calabria Sila,39.13,16.667
2004,0.24365396159035818,060 _XX_ Calabria Sila,39.13,16.667
2005,0.041157967277935574,060 _XX_ Calabria Sila,39.13,16.667
2006,0.30508471879043747,060 _XX_ Calabria Sila,39.13,16.667
2007,-0.17782248157475675,060 _XX_ Calabria Sila,39.13,16.667
2008,-1.393316388130188,060 _XX_ Calabria Sila,39.13,16.667
2009,1.1141559490934014,060 _XX_ Calabria Sila,39.13,16.667
2010,0.08761616689818245,060 _XX_ Calabria Sila,39.13,16.667
2011,-0.47627187200954985,060 _XX_ Calabria Sila,39.13,16.667
2012,-1.5858188952718462,060 _XX_ Calabria Sila,39.13,16.667
2013,-1.5932316439492362,060 _XX_ Calabria Sila,39.13,16.667
2014,0.13112090900540352,060 _XX_ Calabria Sila,39.13,16.667
2015,-0.9761463233402797,060 _XX_ Calabria Sila,39.13,16.667
2016,-0.7576901870114463,060 _XX_ Calabria Sila,39.13,16.667
2017,-2.1792411293302263,060 _XX_ Calabria Sila,39.13,16.667
2018,-1.5053678580692835,060 _XX_ Calabria Sila,39.13,16.667
1901,0.7320423878729343,060 _XX_ Calabria Aspromonte,38.183,15.867
1902,0.4979532722915922,060 _XX_ Calabria Aspromonte,38.183,15.867
1903,-0.5798087269067764,060 _XX_ Calabria Aspromonte,38.183,15.867
1904,0.8664427271911076,060 _XX_ Calabria Aspromonte,38.183,15.867
1905,0.6470254422165453,060 _XX_ Calabria Aspromonte,38.183,15.867
1906,0.7409951197249549,060 _XX_ Calabria Aspromonte,38.183,15.867
1907,0.6981889201062066,060 _XX_ Calabria Aspromonte,38.183,15.867
1908,-0.18273392053587095,060 _XX_ Calabria Aspromonte,38.183,15.867
1909,1.221758199589593,060 _XX_ Calabria Aspromonte,38.183,15.867
1910,0.01697198554341282,060 _XX_ Calabria Aspromonte,38.183,15.867
1911,0.5952762237616948,060 _XX_ Calabria Aspromonte,38.183,15.867
1912,0.3179933705500194,060 _XX_ Calabria Aspromonte,38.183,15.867
1913,0.2936185651591846,060 _XX_ Calabria Aspromonte,38.183,15.867
1914,-0.5864625956330981,060 _XX_ Calabria Aspromonte,38.183,15.867
1915,1.0271547947611128,060 _XX_ Calabria Aspromonte,38.183,15.867
1916,0.6103955528565815,060 _XX_ Calabria Aspromonte,38.183,15.867
1917,0.15964216419628688,060 _XX_ Calabria Aspromonte,38.183,15.867
1918,0.4864125990175775,060 _XX_ Calabria Aspromonte,38.183,15.867
1919,0.2735213509627751,060 _XX_ Calabria Aspromonte,38.183,15.867
1920,-0.43382536752947737,060 _XX_ Calabria Aspromonte,38.183,15.867
1921,1.4682402632066183,060 _XX_ Calabria Aspromonte,38.183,15.867
1922,-1.2931727170944214,060 _XX_ Calabria Aspromonte,38.183,15.867
1923,-0.08132640112723623,060 _XX_ Calabria Aspromonte,38.183,15.867
1924,0.2396252921649388,060 _XX_ Calabria Aspromonte,38.183,15.867
1925,0.8181180975266865,060 _XX_ Calabria Aspromonte,38.183,15.867
1926,-0.5042849183082581,060 _XX_ Calabria Aspromonte,38.183,15.867
1927,-1.4206014020102364,060 _XX_ Calabria Aspromonte,38.183,15.867
1928,1.803649834224156,060 _XX_ Calabria Aspromonte,38.183,15.867
1929,1.2321820062186037,060 _XX_ Calabria Aspromonte,38.183,15.867
1930,-0.5086447120245013,060 _XX_ Calabria Aspromonte,38.183,15.867
1931,0.5524010766696718,060 _XX_ Calabria Aspromonte,38.183,15.867
1932,0.30141691650663105,060 _XX_ Calabria Aspromonte,38.183,15.867
1933,0.5278196675436837,060 _XX_ Calabria Aspromonte,38.183,15.867
1934,0.24278573000005313,060 _XX_ Calabria Aspromonte,38.183,15.867
1935,-0.4085786347942693,060 _XX_ Calabria Aspromonte,38.183,15.867
1936,-0.3043280488678387,060 _XX_ Calabria Aspromonte,38.183,15.867
1937,-0.3093666122960193,060 _XX_ Calabria Aspromonte,38.183,15.867
1938,0.7974110485187599,060 _XX_ Calabria Aspromonte,38.183,15.867
1939,0.4809274806507996,060 _XX_ Calabria Aspromonte,38.183,15.867
1940,1.0198128947189875,060 _XX_ Calabria Aspromonte,38.183,15.867
1941,0.3266056925058365,060 _XX_ Calabria Aspromonte,38.183,15.867
1942,0.2913554294833115,060 _XX_ Calabria Aspromonte,38.183,15.867
1943,0.2748335323163441,060 _XX_ Calabria Aspromonte,38.183,15.867
1944,0.4454924889973232,060 _XX_ Calabria Aspromonte,38.183,15.867
1945,-1.0472294007028853,060 _XX_ Calabria Aspromonte,38.183,15.867
1946,-0.5692845519099917,060 _XX_ Calabria Aspromonte,38.183,15.867
1947,-1.88024297782353,060 _XX_ Calabria Aspromonte,38.183,15.867
1948,-1.1966892945181047,060 _XX_ Calabria Aspromonte,38.183,15.867
1949,0.5602405018040112,060 _XX_ Calabria Aspromonte,38.183,15.867
1950,0.32577225991657804,060 _XX_ Calabria Aspromonte,38.183,15.867
1951,0.08519347863537925,060 _XX_ Calabria Aspromonte,38.183,15.867
1952,-1.4185324566704887,060 _XX_ Calabria Aspromonte,38.183,15.867
1953,1.467705833060401,060 _XX_ Calabria Aspromonte,38.183,15.867
1954,0.7037360391446522,060 _XX_ Calabria Aspromonte,38.183,15.867
1955,0.5980979927948543,060 _XX_ Calabria Aspromonte,38.183,15.867
1956,-0.3238720851285117,060 _XX_ Calabria Aspromonte,38.183,15.867
1957,-0.7819174400397709,060 _XX_ Calabria Aspromonte,38.183,15.867
1958,-0.5244789613144738,060 _XX_ Calabria Aspromonte,38.183,15.867
1959,0.6702118770086339,060 _XX_ Calabria Aspromonte,38.183,15.867
1960,-0.12299034641390401,060 _XX_ Calabria Aspromonte,38.183,15.867
1961,-1.2416110038757324,060 _XX_ Calabria Aspromonte,38.183,15.867
1962,-0.8246468390737262,060 _XX_ Calabria Aspromonte,38.183,15.867
1963,0.9651016507829938,060 _XX_ Calabria Aspromonte,38.183,15.867
1964,0.6355146701846804,060 _XX_ Calabria Aspromonte,38.183,15.867
1965,-0.04598908192877259,060 _XX_ Calabria Aspromonte,38.183,15.867
1966,0.24225828370877675,060 _XX_ Calabria Aspromonte,38.183,15.867
1967,-0.026378169655799866,060 _XX_ Calabria Aspromonte,38.183,15.867
1968,-0.2963866176349776,060 _XX_ Calabria Aspromonte,38.183,15.867
1969,0.9670861874307904,060 _XX_ Calabria Aspromonte,38.183,15.867
1970,-0.6662762686610222,060 _XX_ Calabria Aspromonte,38.183,15.867
1971,0.3700937697929995,060 _XX_ Calabria Aspromonte,38.183,15.867
1972,0.8998728564807347,060 _XX_ Calabria Aspromonte,38.183,15.867
1973,1.2099199231181825,060 _XX_ Calabria Aspromonte,38.183,15.867
1974,0.5563543460198811,060 _XX_ Calabria Aspromonte,38.183,15.867
1975,0.03335806727409363,060 _XX_ Calabria Aspromonte,38.183,15.867
1976,1.5392887166568212,060 _XX_ Calabria Aspromonte,38.183,15.867
1977,-0.8955045001847404,060 _XX_ Calabria Aspromonte,38.183,15.867
1978,0.9784385221345084,060 _XX_ Calabria Aspromonte,38.183,15.867
1979,0.7181559428572655,060 _XX_ Calabria Aspromonte,38.183,15.867
1980,0.44625699520111084,060 _XX_ Calabria Aspromonte,38.183,15.867
1981,-0.5742472447454929,060 _XX_ Calabria Aspromonte,38.183,15.867
1982,0.25108374442373005,060 _XX_ Calabria Aspromonte,38.183,15.867
1983,-0.9553160688706807,060 _XX_ Calabria Aspromonte,38.183,15.867
1984,0.24641955085098743,060 _XX_ Calabria Aspromonte,38.183,15.867
1985,0.3619183802178928,060 _XX_ Calabria Aspromonte,38.183,15.867
1986,0.0446717558162553,060 _XX_ Calabria Aspromonte,38.183,15.867
1987,0.12096687885267395,060 _XX_ Calabria Aspromonte,38.183,15.867
1988,-0.49465185151036295,060 _XX_ Calabria Aspromonte,38.183,15.867
1989,-0.6718961681638446,060 _XX_ Calabria Aspromonte,38.183,15.867
1990,-0.8153457024267742,060 _XX_ Calabria Aspromonte,38.183,15.867
1991,0.7920156610863549,060 _XX_ Calabria Aspromonte,38.183,15.867
1992,-0.22739004543317215,060 _XX_ Calabria Aspromonte,38.183,15.867
1993,-0.42983648074524744,060 _XX_ Calabria Aspromonte,38.183,15.867
1994,-0.6454798472779137,060 _XX_ Calabria Aspromonte,38.183,15.867
1995,-0.281838487301554,060 _XX_ Calabria Aspromonte,38.183,15.867
1996,1.9214358159473963,060 _XX_ Calabria Aspromonte,38.183,15.867
1997,-0.8822907102959496,060 _XX_ Calabria Aspromonte,38.183,15.867
1998,-0.8646460452250072,060 _XX_ Calabria Aspromonte,38.183,15.867
1999,-1.0855875355856759,060 _XX_ Calabria Aspromonte,38.183,15.867
2000,-1.2158356479236059,060 _XX_ Calabria Aspromonte,38.183,15.867
2001,-0.48440437763929367,060 _XX_ Calabria Aspromonte,38.183,15.867
2002,-0.3039132356643677,060 _XX_ Calabria Aspromonte,38.183,15.867
2003,-0.1915485081928117,060 _XX_ Calabria Aspromonte,38.183,15.867
2004,0.08760080326880727,060 _XX_ Calabria Aspromonte,38.183,15.867
2005,0.4181908688374928,060 _XX_ Calabria Aspromonte,38.183,15.867
2006,-0.21705988901002066,060 _XX_ Calabria Aspromonte,38.183,15.867
2007,-0.15319437214306422,060 _XX_ Calabria Aspromonte,38.183,15.867
2008,-1.3213559814861842,060 _XX_ Calabria Aspromonte,38.183,15.867
2009,0.8357213911201272,060 _XX_ Calabria Aspromonte,38.183,15.867
2010,-0.10408092335066092,060 _XX_ Calabria Aspromonte,38.183,15.867
2011,-0.21502938653741563,060 _XX_ Calabria Aspromonte,38.183,15.867
2012,-1.322178270135607,060 _XX_ Calabria Aspromonte,38.183,15.867
2013,-1.5484815325055803,060 _XX_ Calabria Aspromonte,38.183,15.867
2014,-0.19808907806873322,060 _XX_ Calabria Aspromonte,38.183,15.867
2015,-0.7018462206636157,060 _XX_ Calabria Aspromonte,38.183,15.867
2016,-1.0214460779513632,060 _XX_ Calabria Aspromonte,38.183,15.867
2017,-2.1657831839152744,060 _XX_ Calabria Aspromonte,38.183,15.867
2018,-1.2212647369929723,060 _XX_ Calabria Aspromonte,38.183,15.867
1901,0.2686602659523487,061 _XX_ Picea abies,40.033,8.717
1902,0.9637682821069445,061 _XX_ Picea abies,40.033,8.717
1903,0.14817639546734945,061 _XX_ Picea abies,40.033,8.717
1904,-0.08148163663489479,061 _XX_ Picea abies,40.033,8.717
1905,0.8607232134257045,061 _XX_ Picea abies,40.033,8.717
1906,0.8796846930469785,061 _XX_ Picea abies,40.033,8.717
1907,0.8542707221848624,061 _XX_ Picea abies,40.033,8.717
1908,0.16651738541466848,061 _XX_ Picea abies,40.033,8.717
1909,0.6256299529756818,061 _XX_ Picea abies,40.033,8.717
1910,0.7034424500805991,061 _XX_ Picea abies,40.033,8.717
1911,0.02578561194241047,061 _XX_ Picea abies,40.033,8.717
1912,0.15577746874519757,061 _XX_ Picea abies,40.033,8.717
1913,0.18568515644541808,061 _XX_ Picea abies,40.033,8.717
1914,-0.1278280376323632,061 _XX_ Picea abies,40.033,8.717
1915,1.3935008134160722,061 _XX_ Picea abies,40.033,8.717
1916,-0.04827802920980113,061 _XX_ Picea abies,40.033,8.717
1917,0.4400184963430677,061 _XX_ Picea abies,40.033,8.717
1918,0.05229179348264422,061 _XX_ Picea abies,40.033,8.717
1919,0.4965321570634842,061 _XX_ Picea abies,40.033,8.717
1920,-0.7086712036814008,061 _XX_ Picea abies,40.033,8.717
1921,0.1410094260105065,061 _XX_ Picea abies,40.033,8.717
