year,SPEI_mean,tree,lat,lon
1904,-0.04708099790981838,099 _XX_ HS uncinata,40.391,-0.663
1905,-0.7872700201613563,099 _XX_ HS uncinata,40.391,-0.663
1906,0.6785085286412921,099 _XX_ HS uncinata,40.391,-0.663
1907,-0.46839843903269085,099 _XX_ HS uncinata,40.391,-0.663
1908,0.412137399826731,099 _XX_ HS uncinata,40.391,-0.663
1909,-0.29298039419310434,099 _XX_ HS uncinata,40.391,-0.663
1910,0.06430078484117985,099 _XX_ HS uncinata,40.391,-0.663
1911,0.7990777918270656,099 _XX_ HS uncinata,40.391,-0.663
1912,-0.5109103353960174,099 _XX_ HS uncinata,40.391,-0.663
1913,0.31524730154446196,099 _XX_ HS uncinata,40.391,-0.663
1914,0.2645658680370876,099 _XX_ HS uncinata,40.391,-0.663
1915,1.3150983197348458,099 _XX_ HS uncinata,40.391,-0.663
1916,-0.25901553460529875,099 _XX_ HS uncinata,40.391,-0.663
1917,0.6316678502729961,099 _XX_ HS uncinata,40.391,-0.663
1918,0.2325499501478459,099 _XX_ HS uncinata,40.391,-0.663
1919,0.3303047184433256,099 _XX_ HS uncinata,40.391,-0.663
1920,-0.10986210745094079,099 _XX_ HS uncinata,40.391,-0.663
1921,0.5926667835031237,099 _XX_ HS uncinata,40.391,-0.663
1922,0.07743155104773385,099 _XX_ HS uncinata,40.391,-0.663
1923,-0.4937753113252776,099 _XX_ HS uncinata,40.391,-0.663
1924,-1.2168100822184766,099 _XX_ HS uncinata,40.391,-0.663
1925,-0.7274546197482518,099 _XX_ HS uncinata,40.391,-0.663
1926,-0.3253167303545134,099 _XX_ HS uncinata,40.391,-0.663
1927,-0.7608317051615033,099 _XX_ HS uncinata,40.391,-0.663
1928,-0.0483737758227757,099 _XX_ HS uncinata,40.391,-0.663
1929,0.5310977484498706,099 _XX_ HS uncinata,40.391,-0.663
1930,0.32545603439211845,099 _XX_ HS uncinata,40.391,-0.663
1931,-0.901941933802196,099 _XX_ HS uncinata,40.391,-0.663
1932,1.0009053179195948,099 _XX_ HS uncinata,40.391,-0.663
1933,1.2158401438168116,099 _XX_ HS uncinata,40.391,-0.663
1934,0.023141192538397654,099 _XX_ HS uncinata,40.391,-0.663
1935,0.8888464431677546,099 _XX_ HS uncinata,40.391,-0.663
1936,2.2685926301138744,099 _XX_ HS uncinata,40.391,-0.663
1937,0.007178213979516711,099 _XX_ HS uncinata,40.391,-0.663
1938,-0.15611989902598516,099 _XX_ HS uncinata,40.391,-0.663
1939,0.7484323765550341,099 _XX_ HS uncinata,40.391,-0.663
1940,0.02534362567322595,099 _XX_ HS uncinata,40.391,-0.663
1941,0.6702477421079364,099 _XX_ HS uncinata,40.391,-0.663
1942,0.23052775859832764,099 _XX_ HS uncinata,40.391,-0.663
1943,-0.4801622522728784,099 _XX_ HS uncinata,40.391,-0.663
1944,-0.6481334905007056,099 _XX_ HS uncinata,40.391,-0.663
1945,-1.1605446338653564,099 _XX_ HS uncinata,40.391,-0.663
1946,1.6365757243973869,099 _XX_ HS uncinata,40.391,-0.663
1947,0.19527952426246234,099 _XX_ HS uncinata,40.391,-0.663
1948,-0.30155867391398977,099 _XX_ HS uncinata,40.391,-0.663
1949,0.3887503088584968,099 _XX_ HS uncinata,40.391,-0.663
1950,-0.5530154242047242,099 _XX_ HS uncinata,40.391,-0.663
1951,1.1852565918649947,099 _XX_ HS uncinata,40.391,-0.663
1952,-0.20188147468226297,099 _XX_ HS uncinata,40.391,-0.663
1953,-0.6223237364819008,099 _XX_ HS uncinata,40.391,-0.663
1954,0.22958013947520936,099 _XX_ HS uncinata,40.391,-0.663
1955,-0.4255341759749821,099 _XX_ HS uncinata,40.391,-0.663
1956,1.2337036899157934,099 _XX_ HS uncinata,40.391,-0.663
1957,0.4682585597038269,099 _XX_ HS uncinata,40.391,-0.663
1958,-1.2337399210248674,099 _XX_ HS uncinata,40.391,-0.663
1959,1.4186161075319563,099 _XX_ HS uncinata,40.391,-0.663
1960,0.8684207201004028,099 _XX_ HS uncinata,40.391,-0.663
1961,-0.7302082564149585,099 _XX_ HS uncinata,40.391,-0.663
1962,0.5231883291687284,099 _XX_ HS uncinata,40.391,-0.663
1963,0.05963999458721706,099 _XX_ HS uncinata,40.391,-0.663
1964,-1.2385324580328805,099 _XX_ HS uncinata,40.391,-0.663
1965,-0.5621222683361599,099 _XX_ HS uncinata,40.391,-0.663
1966,-0.4203643330505916,099 _XX_ HS uncinata,40.391,-0.663
1967,-1.0781475050108773,099 _XX_ HS uncinata,40.391,-0.663
1968,0.1702014548437936,099 _XX_ HS uncinata,40.391,-0.663
1969,1.9027777058737618,099 _XX_ HS uncinata,40.391,-0.663
1970,-1.0592509082385473,099 _XX_ HS uncinata,40.391,-0.663
1971,1.3268105302538191,099 _XX_ HS uncinata,40.391,-0.663
1972,1.5173459819384985,099 _XX_ HS uncinata,40.391,-0.663
1973,-0.6563125316585813,099 _XX_ HS uncinata,40.391,-0.663
1974,1.5585753875119346,099 _XX_ HS uncinata,40.391,-0.663
1975,1.117593629019601,099 _XX_ HS uncinata,40.391,-0.663
1976,0.285810041573963,099 _XX_ HS uncinata,40.391,-0.663
1977,1.9084423439843314,099 _XX_ HS uncinata,40.391,-0.663
1978,-0.2705189746671489,099 _XX_ HS uncinata,40.391,-0.663
1979,-0.03271593313132014,099 _XX_ HS uncinata,40.391,-0.663
1980,0.23638958377497538,099 _XX_ HS uncinata,40.391,-0.663
1981,0.9768935484545571,099 _XX_ HS uncinata,40.391,-0.663
1982,0.9395804234913417,099 _XX_ HS uncinata,40.391,-0.663
1983,-1.4375394412449427,099 _XX_ HS uncinata,40.391,-0.663
1984,0.4821618806038584,099 _XX_ HS uncinata,40.391,-0.663
1985,-0.5162892150027412,099 _XX_ HS uncinata,40.391,-0.663
1986,-0.24034227963004792,099 _XX_ HS uncinata,40.391,-0.663
1987,-0.8515216638999326,099 _XX_ HS uncinata,40.391,-0.663
1988,0.8889730609953403,099 _XX_ HS uncinata,40.391,-0.663
1989,0.031116561698062078,099 _XX_ HS uncinata,40.391,-0.663
1990,-0.729232349566051,099 _XX_ HS uncinata,40.391,-0.663
1991,-0.12180096762520927,099 _XX_ HS uncinata,40.391,-0.663
1992,0.13362117750304087,099 _XX_ HS uncinata,40.391,-0.663
1993,-0.40871950345379965,099 _XX_ HS uncinata,40.391,-0.663
1994,-1.7427649072238378,099 _XX_ HS uncinata,40.391,-0.663
1995,-1.9938008274350847,099 _XX_ HS uncinata,40.391,-0.663
1996,-0.43170859132494244,099 _XX_ HS uncinata,40.391,-0.663
1997,0.8110473762665477,099 _XX_ HS uncinata,40.391,-0.663
1998,-0.3352609085185187,099 _XX_ HS uncinata,40.391,-0.663
1999,-0.1715174684567111,099 _XX_ HS uncinata,40.391,-0.663
2000,-0.8149790338107518,099 _XX_ HS uncinata,40.391,-0.663
2001,-1.008187289748873,099 _XX_ HS uncinata,40.391,-0.663
2002,1.0928766993539674,099 _XX_ HS uncinata,40.391,-0.663
2003,-0.10866100873265948,099 _XX_ HS uncinata,40.391,-0.663
2004,0.6093023930277143,099 _XX_ HS uncinata,40.391,-0.663
2005,-1.6002820900508337,099 _XX_ HS uncinata,40.391,-0.663
2006,-1.2423395471913474,099 _XX_ HS uncinata,40.391,-0.663
2007,0.44473274052143097,099 _XX_ HS uncinata,40.391,-0.663
2008,0.2979816496372223,099 _XX_ HS uncinata,40.391,-0.663
2009,-0.9859922230243683,099 _XX_ HS uncinata,40.391,-0.663
2010,0.39146360382437706,099 _XX_ HS uncinata,40.391,-0.663
2011,-0.649616821535996,099 _XX_ HS uncinata,40.391,-0.663
2012,-1.3830490814788001,099 _XX_ HS uncinata,40.391,-0.663
2013,0.5315688891070229,099 _XX_ HS uncinata,40.391,-0.663
2014,-1.4369022846221924,099 _XX_ HS uncinata,40.391,-0.663
2015,-1.0764418904270445,099 _XX_ HS uncinata,40.391,-0.663
2016,-1.3149952036993844,099 _XX_ HS uncinata,40.391,-0.663
2017,-1.1976830129112517,099 _XX_ HS uncinata,40.391,-0.663
2018,0.5819290429353714,099 _XX_ HS uncinata,40.391,-0.663
1901,0.5840519487857818,099 _XX_ MS nigra,40.322,-0.702
1902,0.6642228960990906,099 _XX_ MS nigra,40.322,-0.702
1903,-0.39500546029635836,099 _XX_ MS nigra,40.322,-0.702
1904,-0.04708099790981838,099 _XX_ MS nigra,40.322,-0.702
1905,-0.7872700201613563,099 _XX_ MS nigra,40.322,-0.702
1906,0.6785085286412921,099 _XX_ MS nigra,40.322,-0.702
1907,-0.46839843903269085,099 _XX_ MS nigra,40.322,-0.702
1908,0.412137399826731,099 _XX_ MS nigra,40.322,-0.702
1909,-0.29298039419310434,099 _XX_ MS nigra,40.322,-0.702
1910,0.06430078484117985,099 _XX_ MS nigra,40.322,-0.702
1911,0.7990777918270656,099 _XX_ MS nigra,40.322,-0.702
1912,-0.5109103353960174,099 _XX_ MS nigra,40.322,-0.702
1913,0.31524730154446196,099 _XX_ MS nigra,40.322,-0.702
1914,0.2645658680370876,099 _XX_ MS nigra,40.322,-0.702
1915,1.3150983197348458,099 _XX_ MS nigra,40.322,-0.702
1916,-0.25901553460529875,099 _XX_ MS nigra,40.322,-0.702
1917,0.6316678502729961,099 _XX_ MS nigra,40.322,-0.702
1918,0.2325499501478459,099 _XX_ MS nigra,40.322,-0.702
1919,0.3303047184433256,099 _XX_ MS nigra,40.322,-0.702
1920,-0.10986210745094079,099 _XX_ MS nigra,40.322,-0.702
1921,0.5926667835031237,099 _XX_ MS nigra,40.322,-0.702
1922,0.07743155104773385,099 _XX_ MS nigra,40.322,-0.702
1923,-0.4937753113252776,099 _XX_ MS nigra,40.322,-0.702
1924,-1.2168100822184766,099 _XX_ MS nigra,40.322,-0.702
1925,-0.7274546197482518,099 _XX_ MS nigra,40.322,-0.702
1926,-0.3253167303545134,099 _XX_ MS nigra,40.322,-0.702
1927,-0.7608317051615033,099 _XX_ MS nigra,40.322,-0.702
1928,-0.0483737758227757,099 _XX_ MS nigra,40.322,-0.702
1929,0.5310977484498706,099 _XX_ MS nigra,40.322,-0.702
1930,0.32545603439211845,099 _XX_ MS nigra,40.322,-0.702
1931,-0.901941933802196,099 _XX_ MS nigra,40.322,-0.702
1932,1.0009053179195948,099 _XX_ MS nigra,40.322,-0.702
1933,1.2158401438168116,099 _XX_ MS nigra,40.322,-0.702
1934,0.023141192538397654,099 _XX_ MS nigra,40.322,-0.702
1935,0.8888464431677546,099 _XX_ MS nigra,40.322,-0.702
1936,2.2685926301138744,099 _XX_ MS nigra,40.322,-0.702
1937,0.007178213979516711,099 _XX_ MS nigra,40.322,-0.702
1938,-0.15611989902598516,099 _XX_ MS nigra,40.322,-0.702
1939,0.7484323765550341,099 _XX_ MS nigra,40.322,-0.702
1940,0.02534362567322595,099 _XX_ MS nigra,40.322,-0.702
1941,0.6702477421079364,099 _XX_ MS nigra,40.322,-0.702
1942,0.23052775859832764,099 _XX_ MS nigra,40.322,-0.702
1943,-0.4801622522728784,099 _XX_ MS nigra,40.322,-0.702
1944,-0.6481334905007056,099 _XX_ MS nigra,40.322,-0.702
1945,-1.1605446338653564,099 _XX_ MS nigra,40.322,-0.702
1946,1.6365757243973869,099 _XX_ MS nigra,40.322,-0.702
1947,0.19527952426246234,099 _XX_ MS nigra,40.322,-0.702
1948,-0.30155867391398977,099 _XX_ MS nigra,40.322,-0.702
1949,0.3887503088584968,099 _XX_ MS nigra,40.322,-0.702
1950,-0.5530154242047242,099 _XX_ MS nigra,40.322,-0.702
1951,1.1852565918649947,099 _XX_ MS nigra,40.322,-0.702
1952,-0.20188147468226297,099 _XX_ MS nigra,40.322,-0.702
1953,-0.6223237364819008,099 _XX_ MS nigra,40.322,-0.702
1954,0.22958013947520936,099 _XX_ MS nigra,40.322,-0.702
1955,-0.4255341759749821,099 _XX_ MS nigra,40.322,-0.702
1956,1.2337036899157934,099 _XX_ MS nigra,40.322,-0.702
1957,0.4682585597038269,099 _XX_ MS nigra,40.322,-0.702
1958,-1.2337399210248674,099 _XX_ MS nigra,40.322,-0.702
1959,1.4186161075319563,099 _XX_ MS nigra,40.322,-0.702
1960,0.8684207201004028,099 _XX_ MS nigra,40.322,-0.702
1961,-0.7302082564149585,099 _XX_ MS nigra,40.322,-0.702
1962,0.5231883291687284,099 _XX_ MS nigra,40.322,-0.702
1963,0.05963999458721706,099 _XX_ MS nigra,40.322,-0.702
1964,-1.2385324580328805,099 _XX_ MS nigra,40.322,-0.702
1965,-0.5621222683361599,099 _XX_ MS nigra,40.322,-0.702
1966,-0.4203643330505916,099 _XX_ MS nigra,40.322,-0.702
1967,-1.0781475050108773,099 _XX_ MS nigra,40.322,-0.702
1968,0.1702014548437936,099 _XX_ MS nigra,40.322,-0.702
1969,1.9027777058737618,099 _XX_ MS nigra,40.322,-0.702
1970,-1.0592509082385473,099 _XX_ MS nigra,40.322,-0.702
1971,1.3268105302538191,099 _XX_ MS nigra,40.322,-0.702
1972,1.5173459819384985,099 _XX_ MS nigra,40.322,-0.702
1973,-0.6563125316585813,099 _XX_ MS nigra,40.322,-0.702
1974,1.5585753875119346,099 _XX_ MS nigra,40.322,-0.702
1975,1.117593629019601,099 _XX_ MS nigra,40.322,-0.702
1976,0.285810041573963,099 _XX_ MS nigra,40.322,-0.702
1977,1.9084423439843314,099 _XX_ MS nigra,40.322,-0.702
1978,-0.2705189746671489,099 _XX_ MS nigra,40.322,-0.702
1979,-0.03271593313132014,099 _XX_ MS nigra,40.322,-0.702
1980,0.23638958377497538,099 _XX_ MS nigra,40.322,-0.702
1981,0.9768935484545571,099 _XX_ MS nigra,40.322,-0.702
1982,0.9395804234913417,099 _XX_ MS nigra,40.322,-0.702
1983,-1.4375394412449427,099 _XX_ MS nigra,40.322,-0.702
1984,0.4821618806038584,099 _XX_ MS nigra,40.322,-0.702
1985,-0.5162892150027412,099 _XX_ MS nigra,40.322,-0.702
1986,-0.24034227963004792,099 _XX_ MS nigra,40.322,-0.702
1987,-0.8515216638999326,099 _XX_ MS nigra,40.322,-0.702
1988,0.8889730609953403,099 _XX_ MS nigra,40.322,-0.702
1989,0.031116561698062078,099 _XX_ MS nigra,40.322,-0.702
1990,-0.729232349566051,099 _XX_ MS nigra,40.322,-0.702
1991,-0.12180096762520927,099 _XX_ MS nigra,40.322,-0.702
1992,0.13362117750304087,099 _XX_ MS nigra,40.322,-0.702
1993,-0.40871950345379965,099 _XX_ MS nigra,40.322,-0.702
1994,-1.7427649072238378,099 _XX_ MS nigra,40.322,-0.702
1995,-1.9938008274350847,099 _XX_ MS nigra,40.322,-0.702
1996,-0.43170859132494244,099 _XX_ MS nigra,40.322,-0.702
1997,0.8110473762665477,099 _XX_ MS nigra,40.322,-0.702
1998,-0.3352609085185187,099 _XX_ MS nigra,40.322,-0.702
1999,-0.1715174684567111,099 _XX_ MS nigra,40.322,-0.702
2000,-0.8149790338107518,099 _XX_ MS nigra,40.322,-0.702
2001,-1.008187289748873,099 _XX_ MS nigra,40.322,-0.702
2002,1.0928766993539674,099 _XX_ MS nigra,40.322,-0.702
2003,-0.10866100873265948,099 _XX_ MS nigra,40.322,-0.702
2004,0.6093023930277143,099 _XX_ MS nigra,40.322,-0.702
2005,-1.6002820900508337,099 _XX_ MS nigra,40.322,-0.702
2006,-1.2423395471913474,099 _XX_ MS nigra,40.322,-0.702
2007,0.44473274052143097,099 _XX_ MS nigra,40.322,-0.702
2008,0.2979816496372223,099 _XX_ MS nigra,40.322,-0.702
2009,-0.9859922230243683,099 _XX_ MS nigra,40.322,-0.702
2010,0.39146360382437706,099 _XX_ MS nigra,40.322,-0.702
2011,-0.649616821535996,099 _XX_ MS nigra,40.322,-0.702
2012,-1.3830490814788001,099 _XX_ MS nigra,40.322,-0.702
2013,0.5315688891070229,099 _XX_ MS nigra,40.322,-0.702
2014,-1.4369022846221924,099 _XX_ MS nigra,40.322,-0.702
2015,-1.0764418904270445,099 _XX_ MS nigra,40.322,-0.702
2016,-1.3149952036993844,099 _XX_ MS nigra,40.322,-0.702
2017,-1.1976830129112517,099 _XX_ MS nigra,40.322,-0.702
2018,0.5819290429353714,099 _XX_ MS nigra,40.322,-0.702
1901,0.5840519487857818,099 _XX_ MS sylvestris,40.322,-0.702
1902,0.6642228960990906,099 _XX_ MS sylvestris,40.322,-0.702
1903,-0.39500546029635836,099 _XX_ MS sylvestris,40.322,-0.702
1904,-0.04708099790981838,099 _XX_ MS sylvestris,40.322,-0.702
1905,-0.7872700201613563,099 _XX_ MS sylvestris,40.322,-0.702
1906,0.6785085286412921,099 _XX_ MS sylvestris,40.322,-0.702
1907,-0.46839843903269085,099 _XX_ MS sylvestris,40.322,-0.702
1908,0.412137399826731,099 _XX_ MS sylvestris,40.322,-0.702
1909,-0.29298039419310434,099 _XX_ MS sylvestris,40.322,-0.702
1910,0.06430078484117985,099 _XX_ MS sylvestris,40.322,-0.702
1911,0.7990777918270656,099 _XX_ MS sylvestris,40.322,-0.702
1912,-0.5109103353960174,099 _XX_ MS sylvestris,40.322,-0.702
1913,0.31524730154446196,099 _XX_ MS sylvestris,40.322,-0.702
1914,0.2645658680370876,099 _XX_ MS sylvestris,40.322,-0.702
1915,1.3150983197348458,099 _XX_ MS sylvestris,40.322,-0.702
1916,-0.25901553460529875,099 _XX_ MS sylvestris,40.322,-0.702
1917,0.6316678502729961,099 _XX_ MS sylvestris,40.322,-0.702
1918,0.2325499501478459,099 _XX_ MS sylvestris,40.322,-0.702
1919,0.3303047184433256,099 _XX_ MS sylvestris,40.322,-0.702
1920,-0.10986210745094079,099 _XX_ MS sylvestris,40.322,-0.702
1921,0.5926667835031237,099 _XX_ MS sylvestris,40.322,-0.702
1922,0.07743155104773385,099 _XX_ MS sylvestris,40.322,-0.702
1923,-0.4937753113252776,099 _XX_ MS sylvestris,40.322,-0.702
1924,-1.2168100822184766,099 _XX_ MS sylvestris,40.322,-0.702
1925,-0.7274546197482518,099 _XX_ MS sylvestris,40.322,-0.702
1926,-0.3253167303545134,099 _XX_ MS sylvestris,40.322,-0.702
1927,-0.7608317051615033,099 _XX_ MS sylvestris,40.322,-0.702
1928,-0.0483737758227757,099 _XX_ MS sylvestris,40.322,-0.702
1929,0.5310977484498706,099 _XX_ MS sylvestris,40.322,-0.702
1930,0.32545603439211845,099 _XX_ MS sylvestris,40.322,-0.702
1931,-0.901941933802196,099 _XX_ MS sylvestris,40.322,-0.702
1932,1.0009053179195948,099 _XX_ MS sylvestris,40.322,-0.702
1933,1.2158401438168116,099 _XX_ MS sylvestris,40.322,-0.702
1934,0.023141192538397654,099 _XX_ MS sylvestris,40.322,-0.702
1935,0.8888464431677546,099 _XX_ MS sylvestris,40.322,-0.702
1936,2.2685926301138744,099 _XX_ MS sylvestris,40.322,-0.702
1937,0.007178213979516711,099 _XX_ MS sylvestris,40.322,-0.702
1938,-0.15611989902598516,099 _XX_ MS sylvestris,40.322,-0.702
1939,0.7484323765550341,099 _XX_ MS sylvestris,40.322,-0.702
1940,0.02534362567322595,099 _XX_ MS sylvestris,40.322,-0.702
1941,0.6702477421079364,099 _XX_ MS sylvestris,40.322,-0.702
1942,0.23052775859832764,099 _XX_ MS sylvestris,40.322,-0.702
1943,-0.4801622522728784,099 _XX_ MS sylvestris,40.322,-0.702
1944,-0.6481334905007056,099 _XX_ MS sylvestris,40.322,-0.702
1945,-1.1605446338653564,099 _XX_ MS sylvestris,40.322,-0.702
1946,1.6365757243973869,099 _XX_ MS sylvestris,40.322,-0.702
1947,0.19527952426246234,099 _XX_ MS sylvestris,40.322,-0.702
1948,-0.30155867391398977,099 _XX_ MS sylvestris,40.322,-0.702
1949,0.3887503088584968,099 _XX_ MS sylvestris,40.322,-0.702
1950,-0.5530154242047242,099 _XX_ MS sylvestris,40.322,-0.702
1951,1.1852565918649947,099 _XX_ MS sylvestris,40.322,-0.702
1952,-0.20188147468226297,099 _XX_ MS sylvestris,40.322,-0.702
1953,-0.6223237364819008,099 _XX_ MS sylvestris,40.322,-0.702
1954,0.22958013947520936,099 _XX_ MS sylvestris,40.322,-0.702
1955,-0.4255341759749821,099 _XX_ MS sylvestris,40.322,-0.702
1956,1.2337036899157934,099 _XX_ MS sylvestris,40.322,-0.702
1957,0.4682585597038269,099 _XX_ MS sylvestris,40.322,-0.702
1958,-1.2337399210248674,099 _XX_ MS sylvestris,40.322,-0.702
1959,1.4186161075319563,099 _XX_ MS sylvestris,40.322,-0.702
1960,0.8684207201004028,099 _XX_ MS sylvestris,40.322,-0.702
1961,-0.7302082564149585,099 _XX_ MS sylvestris,40.322,-0.702
1962,0.5231883291687284,099 _XX_ MS sylvestris,40.322,-0.702
1963,0.05963999458721706,099 _XX_ MS sylvestris,40.322,-0.702
1964,-1.2385324580328805,099 _XX_ MS sylvestris,40.322,-0.702
1965,-0.5621222683361599,099 _XX_ MS sylvestris,40.322,-0.702
1966,-0.4203643330505916,099 _XX_ MS sylvestris,40.322,-0.702
1967,-1.0781475050108773,099 _XX_ MS sylvestris,40.322,-0.702
1968,0.1702014548437936,099 _XX_ MS sylvestris,40.322,-0.702
1969,1.9027777058737618,099 _XX_ MS sylvestris,40.322,-0.702
1970,-1.0592509082385473,099 _XX_ MS sylvestris,40.322,-0.702
1971,1.3268105302538191,099 _XX_ MS sylvestris,40.322,-0.702
1972,1.5173459819384985,099 _XX_ MS sylvestris,40.322,-0.702
1973,-0.6563125316585813,099 _XX_ MS sylvestris,40.322,-0.702
1974,1.5585753875119346,099 _XX_ MS sylvestris,40.322,-0.702
1975,1.117593629019601,099 _XX_ MS sylvestris,40.322,-0.702
1976,0.285810041573963,099 _XX_ MS sylvestris,40.322,-0.702
1977,1.9084423439843314,099 _XX_ MS sylvestris,40.322,-0.702
1978,-0.2705189746671489,099 _XX_ MS sylvestris,40.322,-0.702
1979,-0.03271593313132014,099 _XX_ MS sylvestris,40.322,-0.702
1980,0.23638958377497538,099 _XX_ MS sylvestris,40.322,-0.702
1981,0.9768935484545571,099 _XX_ MS sylvestris,40.322,-0.702
1982,0.9395804234913417,099 _XX_ MS sylvestris,40.322,-0.702
1983,-1.4375394412449427,099 _XX_ MS sylvestris,40.322,-0.702
1984,0.4821618806038584,099 _XX_ MS sylvestris,40.322,-0.702
1985,-0.5162892150027412,099 _XX_ MS sylvestris,40.322,-0.702
1986,-0.24034227963004792,099 _XX_ MS sylvestris,40.322,-0.702
1987,-0.8515216638999326,099 _XX_ MS sylvestris,40.322,-0.702
1988,0.8889730609953403,099 _XX_ MS sylvestris,40.322,-0.702
1989,0.031116561698062078,099 _XX_ MS sylvestris,40.322,-0.702
1990,-0.729232349566051,099 _XX_ MS sylvestris,40.322,-0.702
1991,-0.12180096762520927,099 _XX_ MS sylvestris,40.322,-0.702
1992,0.13362117750304087,099 _XX_ MS sylvestris,40.322,-0.702
1993,-0.40871950345379965,099 _XX_ MS sylvestris,40.322,-0.702
1994,-1.7427649072238378,099 _XX_ MS sylvestris,40.322,-0.702
1995,-1.9938008274350847,099 _XX_ MS sylvestris,40.322,-0.702
1996,-0.43170859132494244,099 _XX_ MS sylvestris,40.322,-0.702
1997,0.8110473762665477,099 _XX_ MS sylvestris,40.322,-0.702
1998,-0.3352609085185187,099 _XX_ MS sylvestris,40.322,-0.702
1999,-0.1715174684567111,099 _XX_ MS sylvestris,40.322,-0.702
2000,-0.8149790338107518,099 _XX_ MS sylvestris,40.322,-0.702
2001,-1.008187289748873,099 _XX_ MS sylvestris,40.322,-0.702
2002,1.0928766993539674,099 _XX_ MS sylvestris,40.322,-0.702
2003,-0.10866100873265948,099 _XX_ MS sylvestris,40.322,-0.702
2004,0.6093023930277143,099 _XX_ MS sylvestris,40.322,-0.702
2005,-1.6002820900508337,099 _XX_ MS sylvestris,40.322,-0.702
2006,-1.2423395471913474,099 _XX_ MS sylvestris,40.322,-0.702
2007,0.44473274052143097,099 _XX_ MS sylvestris,40.322,-0.702
2008,0.2979816496372223,099 _XX_ MS sylvestris,40.322,-0.702
2009,-0.9859922230243683,099 _XX_ MS sylvestris,40.322,-0.702
2010,0.39146360382437706,099 _XX_ MS sylvestris,40.322,-0.702
2011,-0.649616821535996,099 _XX_ MS sylvestris,40.322,-0.702
2012,-1.3830490814788001,099 _XX_ MS sylvestris,40.322,-0.702
2013,0.5315688891070229,099 _XX_ MS sylvestris,40.322,-0.702
2014,-1.4369022846221924,099 _XX_ MS sylvestris,40.322,-0.702
2015,-1.0764418904270445,099 _XX_ MS sylvestris,40.322,-0.702
2016,-1.3149952036993844,099 _XX_ MS sylvestris,40.322,-0.702
2017,-1.1976830129112517,099 _XX_ MS sylvestris,40.322,-0.702
2018,0.5819290429353714,099 _XX_ MS sylvestris,40.322,-0.702
1901,0.5840519487857818,099 _XX_ LS Nigra,40.329,-0.8
1902,0.6642228960990906,099 _XX_ LS Nigra,40.329,-0.8
1903,-0.39500546029635836,099 _XX_ LS Nigra,40.329,-0.8
1904,-0.04708099790981838,099 _XX_ LS Nigra,40.329,-0.8
1905,-0.7872700201613563,099 _XX_ LS Nigra,40.329,-0.8
1906,0.6785085286412921,099 _XX_ LS Nigra,40.329,-0.8
1907,-0.46839843903269085,099 _XX_ LS Nigra,40.329,-0.8
1908,0.412137399826731,099 _XX_ LS Nigra,40.329,-0.8
1909,-0.29298039419310434,099 _XX_ LS Nigra,40.329,-0.8
1910,0.06430078484117985,099 _XX_ LS Nigra,40.329,-0.8
1911,0.7990777918270656,099 _XX_ LS Nigra,40.329,-0.8
1912,-0.5109103353960174,099 _XX_ LS Nigra,40.329,-0.8
1913,0.31524730154446196,099 _XX_ LS Nigra,40.329,-0.8
1914,0.2645658680370876,099 _XX_ LS Nigra,40.329,-0.8
1915,1.3150983197348458,099 _XX_ LS Nigra,40.329,-0.8
1916,-0.25901553460529875,099 _XX_ LS Nigra,40.329,-0.8
1917,0.6316678502729961,099 _XX_ LS Nigra,40.329,-0.8
1918,0.2325499501478459,099 _XX_ LS Nigra,40.329,-0.8
1919,0.3303047184433256,099 _XX_ LS Nigra,40.329,-0.8
1920,-0.10986210745094079,099 _XX_ LS Nigra,40.329,-0.8
1921,0.5926667835031237,099 _XX_ LS Nigra,40.329,-0.8
1922,0.07743155104773385,099 _XX_ LS Nigra,40.329,-0.8
1923,-0.4937753113252776,099 _XX_ LS Nigra,40.329,-0.8
1924,-1.2168100822184766,099 _XX_ LS Nigra,40.329,-0.8
1925,-0.7274546197482518,099 _XX_ LS Nigra,40.329,-0.8
1926,-0.3253167303545134,099 _XX_ LS Nigra,40.329,-0.8
1927,-0.7608317051615033,099 _XX_ LS Nigra,40.329,-0.8
1928,-0.0483737758227757,099 _XX_ LS Nigra,40.329,-0.8
1929,0.5310977484498706,099 _XX_ LS Nigra,40.329,-0.8
1930,0.32545603439211845,099 _XX_ LS Nigra,40.329,-0.8
1931,-0.901941933802196,099 _XX_ LS Nigra,40.329,-0.8
1932,1.0009053179195948,099 _XX_ LS Nigra,40.329,-0.8
1933,1.2158401438168116,099 _XX_ LS Nigra,40.329,-0.8
1934,0.023141192538397654,099 _XX_ LS Nigra,40.329,-0.8
1935,0.8888464431677546,099 _XX_ LS Nigra,40.329,-0.8
1936,2.2685926301138744,099 _XX_ LS Nigra,40.329,-0.8
1937,0.007178213979516711,099 _XX_ LS Nigra,40.329,-0.8
1938,-0.15611989902598516,099 _XX_ LS Nigra,40.329,-0.8
1939,0.7484323765550341,099 _XX_ LS Nigra,40.329,-0.8
1940,0.02534362567322595,099 _XX_ LS Nigra,40.329,-0.8
1941,0.6702477421079364,099 _XX_ LS Nigra,40.329,-0.8
1942,0.23052775859832764,099 _XX_ LS Nigra,40.329,-0.8
1943,-0.4801622522728784,099 _XX_ LS Nigra,40.329,-0.8
